,id,name,date,text,location
52,1153791957405036549,Trading_Analyst,Tue Jul 23 22:20:13 +0000 2019,[VIDEO] Do You Buy or Sell Gold Here? I'll explain exactly how to trade it for profit this week $GLD $GDX $JNUG $DUST $NUGT - click link now to watch &gt;&gt;&gt; https://t.co/fPFsBwwn1U https://t.co/MTDtV5Xvy0,Somewhere In The Caribbean
53,1153791734284836864,permabear_uk,Tue Jul 23 22:19:20 +0000 2019,"The $gold mining ETF of $GDX settled -1.1% to $27.87. The daily candle is of the bearish engulfing type, and leans distinctly bearish. I'm concerned of a washout to the mid $24s. Note the cyclical/technical divergences.  @parkerantoine https://t.co/QzmoXg6OXq","London, UK"
54,1153790959156715520,bharadwajved,Tue Jul 23 22:16:15 +0000 2019,"Fantastic video on #Silver and the exploding price of Silver by great speaker Mike Maloney:  What's happening now, The Buffet Blip and more! https://t.co/yzcUD611Es  (You'll be happy you own silver, so put this on &amp; grab some popcorn!) $GLD $SLV $SIL $AG $$$  @mike_maloney https://t.co/n0kLgphaSC",
55,1153790826264182786,Investorfok,Tue Jul 23 22:15:44 +0000 2019,"Fantastic video on #Silver and the exploding price of Silver by great speaker Mike Maloney:  What's happening now, The Buffet Blip and more! https://t.co/yzcUD611Es  (You'll be happy you own silver, so put this on &amp; grab some popcorn!) $GLD $SLV $SIL $AG $$$  @mike_maloney https://t.co/n0kLgphaSC","Ontario, Canada"
56,1153790220812165126,LaPartisane,Tue Jul 23 22:13:19 +0000 2019,"$GDX to $GOLD ratio ramping. At highest levels of breakout, approaching 2:1 outperformance. As PM/miner bull market advances, this ratio commonly hits &gt;4:1. Our most important buy signal for this group. 
#AggressivelyLong https://t.co/6gl8ESxJv8","West Summerlin, Las Vegas"
57,1153790057624457220,daz_n_,Tue Jul 23 22:12:40 +0000 2019,"@daviddoughty
Turn each $BTC into a #million worth of $Gold with $DIG!
Go #SION @SIONTradingFZE",
58,1153790017669488641,goldenveg2,Tue Jul 23 22:12:31 +0000 2019,"$GOLD &amp; $SILVER daily
Both are at support here now. Gold is still backtesting my triangle (could argue indecisive candle today) and silver is backtesting a double bottom.
USD has broken out of an inverse h&amp;s but gold and silver does not seem to care so far. https://t.co/ayJTEPAE9k",
59,1153789534422745089,Mackandcompany,Tue Jul 23 22:10:36 +0000 2019,@the_chart_life $gld $cost $mcd $dis $lmt,"San Diego, CA"
60,1153789524868100102,SilverTrader28,Tue Jul 23 22:10:33 +0000 2019,"Fantastic video on #Silver and the exploding price of Silver by great speaker Mike Maloney:  What's happening now, The Buffet Blip and more! https://t.co/yzcUD611Es  (You'll be happy you own silver, so put this on &amp; grab some popcorn!) $GLD $SLV $SIL $AG $$$  @mike_maloney https://t.co/n0kLgphaSC",90210
61,1153789217928929282,Tickeron,Tue Jul 23 22:09:20 +0000 2019,$GOLD soars +35.83% and reaches a 3-month high. Expect an Uptrend continuation. View odds: https://t.co/hJdOiC11WP,"Sunnyvale, CA"
62,1153789145073893376,davidsettle42,Tue Jul 23 22:09:03 +0000 2019,07/23/19 - View today's #MarketOutlook from @Market_Scholars here: https://t.co/7FSt7bzWYg Discussed: $SPY $IWM $DIA $QQQ $EEM $GLD $USO $UUP $SPX $TLT $TNX $VIX  $EWW $EWA $XLF $XLK $XLB $KO $XLRE $XLU $TAP,USA
63,1153788922368892929,HedgehogTrader,Tue Jul 23 22:08:10 +0000 2019,"Fantastic video on #Silver and the exploding price of Silver by great speaker Mike Maloney:  What's happening now, The Buffet Blip and more! https://t.co/yzcUD611Es  (You'll be happy you own silver, so put this on &amp; grab some popcorn!) $GLD $SLV $SIL $AG $$$  @mike_maloney https://t.co/n0kLgphaSC",Toronto
64,1153788328501583877,GuruHavenHQ,Tue Jul 23 22:05:48 +0000 2019,"𝗘-𝗠𝗶𝗻𝗶 𝗨𝗽𝗱𝗮𝘁𝗲: $ES_F testing 3006 again. Has down TL resistance in 3009s and is also the level a potential right shoulder was formed. Key resistance area. You’d think #stocks down into #Fed to support 25bp cut 

$SPY $SPX $VIX $NQ_F $QQQ $NDX $IWM $TLT $TNX $GLD $DXY",San Francisco
65,1153787596943716353,InfinitusCap,Tue Jul 23 22:02:54 +0000 2019,"M-F we send some laser accurate #DayTrading #WTI #OIL #FUTURES #CL_F #CL $CL_F $CL info

Every $0.01 = $10/contract PnL

$RIG $USO #fintwit $CVE $SPX $ES_F #ES_F #ES $XOM #Trading $VLO $MRO $COP $SPY #Commodities #Crude $VIX $NQ_F $SPX $ES $GLD $CME #OPEC

https://t.co/J0y9FFxdRv","Toronto, Canada"
66,1153786716894818304,Market_Scholars,Tue Jul 23 21:59:24 +0000 2019,07/23/19 - View today's #MarketOutlook from @Market_Scholars here: https://t.co/7FSt7bzWYg Discussed: $SPY $IWM $DIA $QQQ $EEM $GLD $USO $UUP $SPX $TLT $TNX $VIX  $EWW $EWA $XLF $XLK $XLB $KO $XLRE $XLU $TAP,Global
67,1153786678164615170,BrandonVanZee,Tue Jul 23 21:59:15 +0000 2019,07/23/19 - View today's #MarketOutlook from @Market_Scholars here: https://t.co/7FSt7bzWYg Discussed: $SPY $IWM $DIA $QQQ $EEM $GLD $USO $UUP $SPX $TLT $TNX $VIX  $EWW $EWA $XLF $XLK $XLB $KO $XLRE $XLU $TAP,SD ➡️ MN ➡️ CA ➡️ NE ➡️ UT
68,1153786429438222336,IgnacioCuri,Tue Jul 23 21:58:15 +0000 2019,"If $GLD yellow tagged/filled, it'll likely be the last big retrace until $gold psy'1500.
Major implications for the related miners.",Argentina
69,1153786355677143045,marcesku1,Tue Jul 23 21:57:58 +0000 2019,"$GOLD &amp; $SILVER daily
Both are at support here now. Gold is still backtesting my triangle (could argue indecisive candle today) and silver is backtesting a double bottom.
USD has broken out of an inverse h&amp;s but gold and silver does not seem to care so far. https://t.co/ayJTEPAE9k",Feudo de Peronia
70,1153786312261918721,ArcadiaEconomic,Tue Jul 23 21:57:47 +0000 2019,"Did you know #WarrenBuffett was once one of the world's largest #Silver owners? 

https://t.co/4ld0Rb0mbq 

#investing #stockmarket #gold #preciousmetals #stocks #silvermanipulation $SLV $GLD","Denver, CO"
71,1153786112495644672,savvytrader2018,Tue Jul 23 21:57:00 +0000 2019,@graddhybpc If dollar breaks out fed will have to be more agressive with cuts? Perhaps $GOLD and $SILVER know this.,
72,1153785318266425346,Canuckoholic,Tue Jul 23 21:53:50 +0000 2019,"$GOLD &amp; $SILVER daily
Both are at support here now. Gold is still backtesting my triangle (could argue indecisive candle today) and silver is backtesting a double bottom.
USD has broken out of an inverse h&amp;s but gold and silver does not seem to care so far. https://t.co/ayJTEPAE9k","Vancouver, British Columbia"
73,1153785106697355265,TribeOsu,Tue Jul 23 21:53:00 +0000 2019,"""“Fearful when others are greedy, and greedy when others are fearful.”
- Warren Buffett 

Friendly reminder 😋🤔.... #BUYtheDIP

#Stocks #Investing #Value $SPY $GLD",
74,1153784928049356800,Gambiste1,Tue Jul 23 21:52:17 +0000 2019,"What effect may steel tariffs on China (protectionism) have on $HK?

Perhaps change policy --&gt; higher interest rates --&gt; drain excess liquidity --&gt; property prices --&gt; 'carry trade' leverage implosion.

And $GOLD &amp; $BTC are no-one's liability.

Therefore, $BTC user not affected. https://t.co/Zh28otdx3U",
75,1153784748923211786,panicselling,Tue Jul 23 21:51:35 +0000 2019,"$GOLD &amp; $SILVER daily
Both are at support here now. Gold is still backtesting my triangle (could argue indecisive candle today) and silver is backtesting a double bottom.
USD has broken out of an inverse h&amp;s but gold and silver does not seem to care so far. https://t.co/ayJTEPAE9k",Down the road
76,1153784307392978944,10WallStreet,Tue Jul 23 21:49:49 +0000 2019,#Mueller On Defensive for #Democrats Putting Words in His Mouth. He Doesn't Want to Damage #Pelosi😟 #msnbc #foxnews #nytimes #cnn #wsj #cnbc #politico #huffpost #drudge #bbc #g7 #npr #nyt #fox #thehill #wapo #nbc #cbs #aarp #thesquad #gld #ecb #wallstreet #aoc @realDonaldTrump,Citizen of The World
77,1153784270957060101,LamboJohnny,Tue Jul 23 21:49:41 +0000 2019,"""“Fearful when others are greedy, and greedy when others are fearful.”
- Warren Buffett 

Friendly reminder 😋🤔.... #BUYtheDIP

#Stocks #Investing #Value $SPY $GLD","Toronto, Ontario"
78,1153783615668363264,StartBitcoinOK,Tue Jul 23 21:47:04 +0000 2019,Animoca Brands chairman outlined blockchain opportunities at Pocket Gamer Connects 2019 #Bitcoin #Btc #Cryptocurrency #finance #forex #markets #fx $BTC $Gold ➡️ https://t.co/mYARnOh8Es,
79,1153782461072982018,drakawak,Tue Jul 23 21:42:29 +0000 2019,"Bulgaria First Country To Have More Bitcoin Than Gold Reserves, Oil Field Proximity Harmful To Heart Health: https://t.co/70leKTqlqb
#OOTT $GLD $SLV $GC_F #SI_F $OIL $CL_F $USO $UCO $BTC.X $XRP https://t.co/Q3gFSRnaDf",Brussels/Barcelona
80,1153782418333024256,omenbathing,Tue Jul 23 21:42:19 +0000 2019,"#GOLD Daily: $GOLD MACD gap now widening &amp; gaining downside momentum, Stochs now crossing magenta support. A break below 13MA on closing basis would confirm. Notice how Lower BB is already starting to roll over fast, could be precursor clue 🕵️‍♂️

#DXY #Metals $GC #GLD $GLD #USD https://t.co/YTRJCkrg3j",
81,1153782379560886277,coffeetrades,Tue Jul 23 21:42:10 +0000 2019,"Black Hole in Global Banking is Being Exposed….Does This Fed Data Fail to Include Shadow/Gray Banking Risks? &gt; https://t.co/jmRFqg8RbW

$SPY $GLD $SLV $BND $XLF #SP500 #gold #silver #stockstotrade #banks",USA
82,1153782182608949249,asymmetricalpha,Tue Jul 23 21:41:23 +0000 2019,$GOLD $GC $GLD A nice middle finger pattern https://t.co/wuLRmALVfU,
83,1153781953541357568,10WallStreet,Tue Jul 23 21:40:28 +0000 2019,#WallStreet Expects #Powell #FED to Throw Gasoline on FLAMING STOCKS Later this Month So GET IN NOW! Don't have #FOMO.🤣 #msnbc #foxnews #nytimes #cnn #wsj #cnbc #politico #huffpost #drudge #bbc #g7 #npr #nyt #fox #thehill #wapo #nbc #cbs #aarp #pelosi #gld #ecb #wallstreet #401k,Citizen of The World
84,1153781949862830081,Gambiste1,Tue Jul 23 21:40:27 +0000 2019,"Maybe next time @SirJohnSteele

JUST THE FACTS

ES RTH low ------&gt; 2,990.25 @ 12:04pmEST

ES day high ------&gt; 3,00525 @ 1:47pmEST

#WTI #OIL #FUTURES #CL_F #CL $CL_F $CL $USO #fintwit $CVE $SPX $ES_F #ES_F #ES $XOM #Trading $VLO $MRO $COP $SPY $VIX $NQ_F $SPX $ES $GLD $CME #OPEC https://t.co/zGJ6WuNd1n",
85,1153781805733961728,10WallStreet,Tue Jul 23 21:39:53 +0000 2019,"Who Has Dangerous ""Brain Wave"" Weapons &amp; Who's Their Next Victim? https://t.co/PUtnIiKwEN #msnbc #foxnews #nytimes #cnn #wsj #cnbc #politico #huffpost #drudge #bbc #g7 #npr #nyt #fox #thehill #wapo #nbc #cbs #aarp #pelosi #gld #ecb #wallstreet #china @realDonaldTrump #aoc #tass",Citizen of The World
86,1153781561382199297,asymmetricalpha,Tue Jul 23 21:38:55 +0000 2019,$GOLD $GC $GLD Coming down. Gave you heads up  https://t.co/Sv9ZniPyVy https://t.co/l9HMdONWnS,
